smiles,pKa,pKa_type
CCN(CCC[NH+]1CCc2cc(OC)ccc2C1)S(=O)(=O)c1ccccc1,7.4,basic
CCN(CCCl)CCCl,6.57,basic
CCN(CCO)CC(C)O,8.9,basic
CCN(Cc1ccccc1)Cc1no[n+]([O-])c1C#N,5.58,basic
CCN(N)CC,7.63,basic
CCN([O-])CC,5.62,basic
CCN(c1ccccc1)C(C)(C)C,8.02,basic
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,9.3,basic
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,8.9,basic
CCN1CCN(c2cc(=O)oc3c(C)c(OC4OC(C)(C)C(OC)C(OC(=O)c5ccc(C)[nH]5)C4O)ccc23)CC1,7.5,basic
CCN1CCOCC1,7.67,basic
CCN1CCc2onc(OC)c2C1,7,basic
CCNC,10.9,basic
CCNC(=O)C1CCCCN1,8.6,basic
CCNC(=O)C1CCCC[NH2+]1,8.6,basic
CCNC(=O)[C@H]1C[C@@](F)(c2ccc(C[NH+]3CCCC3)c(F)c2)C1,9.2,basic
CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,6.86,basic
CCNC(=O)c1nc(OC)cc(N(C)C)n1,2.9,basic
CCNC(C)C,11.03,basic
CCNC(C)Cc1cccc(C(F)(F)F)c1,10,basic
CCNCC,11.09,basic
CCNCC(=O)N(CC)CC,8.78,basic
CCNCC(=O)Nc1c(C)cccc1C,8.06,basic
CCNCCCC1(c2ccccc2)C=C(c2cc(F)ccc2F)CN1C(=O)N(C)C,10.7,basic
CCNCCNCC,11.06,basic
CCNCc1ccc(C)cc1,10.04,basic
CCNCc1ccccc1,9.64,basic
CCNN,7.95,basic
CCNN(C)C,6.58,basic
CCNN(C)CC,6.81,basic
CCNN(CC)CC,7.08,basic
CCNNC,7.5,basic
CCNNCC,7.71,basic
CCNc1cc(-c2n[nH]c(N)n2)ccn1,4.485,basic
CCNc1cc(-c2nc(N)n[nH]2)ccn1,4.485,basic
CCNc1ccc(C)cc1,5.72,basic
CCNc1cccc(C)c1,5.25,basic
CCNc1cccc2ccccc12,4.19,basic
CCNc1ccccc1,5.12,basic
CCNc1ccccc1C,4.92,basic
CCNc1ncnc2c1cnn2C,4.24,basic
CCOC(=O)C(C)[NH3+],7.8,basic
CCOC(=O)C([NH3+])CC,7.71,basic
CCOC(=O)C([NH3+])CC(C)C,7.63,basic
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,8.7,basic
CCOC(=O)C1(c2ccccc2)CCN(CC(F)(F)F)CC1,3.13,basic
CCOC(=O)C1(c2ccccc2)CCN(CC(F)F)CC1,5.23,basic
CCOC(=O)C1(c2ccccc2)CC[NH+](C)CC1,9.125,basic
CCOC(=O)C1(c2ccccc2)CC[NH+](CC)CC1,9.03,basic
CCOC(=O)C1(c2ccccc2)CC[NH+](CCF)CC1,7.43,basic
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,9.26,basic
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,7.1,basic
CCOC(=O)C1C2c3ccccc3C(c3ccccc32)C1[NH+](C)C,7.48,basic
CCOC(=O)C1CC2CC[NH+]1CC2,8.8,basic
CCOC(=O)C1CCc2nc3c(ccn4ccnc34)cc2C1,4.08,basic
CCOC(=O)C1C[NH+]2CCC1CC2,9.64,basic
CCOC(=O)CC(C(=O)OCC)n1ccnc1,6.02,basic
CCOC(=O)CC(CC(=O)OCC)n1ccnc1,6.45,basic
CCOC(=O)CC(N)c1ccccc1,8.32,basic
CCOC(=O)CC(NC)c1ccccc1,8.23,basic
CCOC(=O)CC([NH2+]C)c1ccccc1,8.23,basic
CCOC(=O)CC(c1ccccc1)[NH+](C)C,7.66,basic
CCOC(=O)CCCCCN,10.3,basic
CCOC(=O)CCCCC[NH3+],10.37,basic
CCOC(=O)CCCCN,10.5,basic
CCOC(=O)CCCC[NH3+],10.15,basic
CCOC(=O)CCCN,9.7,basic
CCOC(=O)CCC[NH3+],9.71,basic
CCOC(=O)CCCc1ccccn1,5.32,basic
CCOC(=O)CCN,9.1,basic
CCOC(=O)CC[NH+](C)C,8.6,basic
CCOC(=O)CC[NH3+],9.13,basic
CCOC(=O)CN,7.6,basic
CCOC(=O)C[C@H]([NH3+])c1ccccc1,8.32,basic
CCOC(=O)C[NH3+],7.74,basic
CCOC(=O)Cc1ccccn1,4.25,basic
CCOC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CC[NH2+]C1,9.6,basic
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,4.58,basic
CCOC(=O)N1CCN(Cc2nnc(-c3cc(Cl)ccc3F)o2)CC1,3.5,basic
CCOC(=O)N1CCN(Cc2nnc(-c3cccc(Cl)c3)o2)CC1,3.5,basic
CCOC(=O)N1CCNCC1,8.2,basic
CCOC(=O)N1CC[NH+](C)CC1,7.31,basic
CCOC(=O)N1CC[NH+](Cc2nc(-c3cccc(Cl)c3)no2)CC1,3.4,basic
CCOC(=O)N1CC[NH+](Cc2nnc(-c3cc(Cl)ccc3F)o2)CC1,3.5,basic
CCOC(=O)N1CC[NH+](Cc2nnc(-c3cccc(Cl)c3)o2)CC1,3.5,basic
CCOC(=O)N1CC[NH+](Cc2noc(-c3cc(Cl)ccc3F)n2)CC1,4,basic
CCOC(=O)N1CC[NH2+]CC1,8.28,basic
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CC[NH+]1CCOCC1)c1ccccc1S2,6.4,basic
CCOC(=O)Nc1ccnc(N2CCc3ccccc3C2)c1,6.4,basic
CCOC(=O)[C@@H]([NH3+])CC(C)C,7.63,basic
CCOC(=O)[C@@H]([NH3+])CCC(=O)NCCSC(=O)C(C)(C)C,8.9,basic
CCOC(=O)[C@@H]([NH3+])CCC(=O)NCCSC(=O)c1ccccc1,8.85,basic
CCOC(=O)[C@@H]([NH3+])CCC(=O)NCCSC(C)=O,8.94,basic
CCOC(=O)[C@H](C)[NH3+],7.8,basic
CCOC(=O)c1cc(-c2ccccc2)nnc1NCC[NH+]1CCOCC1,6.67,basic
CCOC(=O)c1ccc(CC[NH3+])cc1,9.58,basic
CCOC(=O)c1ccc(N)cc1,2.51,basic
CCOC(=O)c1ccccc1N,2.18,basic
CCOC(=O)c1cccnc1,3.35,basic
CCOC(=O)c1ccncc1,3.45,basic
CCOC(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2,6.35,basic
CCOC(=O)c1cnc2cc3c(cc2c1OCC)OCO3,4.09,basic
CCOC(=O)c1cnc2ccccc2c1OCC,3.88,basic
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,4.5,basic
CCOC(=O)c1csc(NC(=O)CN2CCCCC2)n1,6.7,basic
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,6.2,basic
CCOC(=O)c1s/c(=N/c2ccc3oc(=O)ccc3c2)n(CC)c1C,7.44,basic
CCOC(C)=N,7.15,basic
CCOC(C1CC(C)C2C(O1)C(O)C1(C)C3CCC4C(C)(C)C(OC5CN(C6CN(CCO)C6)CCO5)CCC45CC35CCC21C)C(C)(C)O,8.4,basic
CCOC(C1CC(C)C2C(O1)C(O)C1(C)C3CCC4C(C)(C)C(OC5CN(C6CNC6)CCO5)CCC45CC35CCC21C)C(C)(C)O,10.7,basic
CCOC1(c2ccccc2)OCCN(C)C1C,7.79,basic
CCOCCN(C)c1ccccc1,4.8,basic
CCOCCNc1ccc(C)cc1,4.6,basic
CCOCCNc1ccc(Cl)cc1,3.28,basic
CCOCCNc1ccc(OC)cc1,4.99,basic
CCOCCNc1cccc(C)c1,4.24,basic
CCOCCNc1cccc(OC)c1,3.67,basic
CCOCCNc1ccccc1,4.04,basic
CCOP(=O)(C[NH+]1CCOCC1)OCC,4,basic
CCOP(=O)(OCC)C(C)([NH3+])CCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,5.13,basic
CCOP(=O)(OCC)C1(C)CCC[NH2+]1,7.01,basic
CCOP(C)(=O)SCCN(C(C)C)C(C)C,9.12,basic
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6C[NH+](CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,8.4,basic
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6C[NH2+]C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,10.7,basic
CCOc1c(C#N)cnc2ccccc12,3.18,basic
CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)cc(OC2CCOCC2)c1,7.55,basic
CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)ccc1OC,8.1,basic
CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc(OC2CCOCC2)c1,7.76,basic
CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1OC,8.3,basic
CCOc1cc(C[NH+]2CCC(Nc3nc4cc(C(N)=O)ccc4o3)CC2)cc(OCC)c1F,7.72,basic
CCOc1cc(C[NH+]2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)cc(OC2CCOCC2)c1,7.55,basic
CCOc1cc(C[NH+]2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)ccc1OC,8.1,basic
CCOc1cc(C[NH+]2CCC(Nc3nc4ccccc4o3)CC2)cc(OC2CCOCC2)c1,7.76,basic
CCOc1cc(C[NH+]2CCC(Nc3nc4ccccc4o3)CC2)ccc1Cl,7.63,basic
CCOc1cc(C[NH+]2CCC(Nc3nc4ccccc4o3)CC2)ccc1F,7.79,basic
CCOc1cc(C[NH+]2CCC(Nc3nc4ccccc4o3)CC2)ccc1OC,8.3,basic
CCOc1ccc(-c2ccc(CCC[NH+](C)C)cc2)cc1,9.82,basic
CCOc1ccc(/[NH+]=C/N(C)C)cc1,9.24,basic
CCOc1ccc(N)cc1,5.2,basic
CCOc1ccc(NC(=O)c2cn3c(C)c(C)nc3c3c2CCC(c2ccccc2)O3)cc1,6.57,basic
CCOc1ccc2[nH+]c(/C=C/C=C/c3ccccc3)cc(N)c2c1,9.5,basic
CCOc1ccc2[nH+]c(/C=C/c3ccccc3)cc(N)c2c1,9.5,basic
CCOc1ccc2[nH+]c3c(c(N4CCOCC4)c2c1)CCC3,7.11,basic
CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[NH+](C)CC[C@@]341,8.03,basic
CCOc1ccc2nc(/C=C/c3ccccc3)cc(N)c2c1,9.5,basic
CCOc1ccc2nc(C(C)C)[nH]c2c1,6.17,basic
CCOc1ccc2nc(C)[nH]c2c1,6.22,basic
CCOc1ccc2nc(CC(C)C)[nH]c2c1,6.07,basic
CCOc1ccc2nc(CC)[nH]c2c1,6.27,basic
CCOc1ccc2nc[nH]c2c1,5.57,basic
CCOc1cccc(/[NH+]=C/N(C)C)c1,8.87,basic
CCOc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,8.78,basic
CCOc1cccc(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)[NH+]3Cc2ccccc2)c1OC,8.78,basic
CCOc1cccc(N)c1,4.15,basic
CCOc1ccccc1N,4.43,basic
CCOc1ccccc1Nc1c2ccccc2nc2ccccc12,7.85,basic
CCOc1ccccn1,3.47,basic
CCOc1ncccn1,1.27,basic
CCOc1noc2c1CN(C)CC2,6.6,basic
CCOc1noc2c1CNCC2,7.6,basic
CCOc1noc2c1C[NH+](C)CC2,6.6,basic
CCOc1noc2c1C[NH2+]CC2,7.6,basic
CCS(=O)(=O)c1cc(OC)c(OC)c(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1,8.9,basic
CCS(=O)(=O)c1cc(OC)c(OC)c(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)[NH+]3Cc2ccccc2)c1,8.9,basic
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)C[NH+](C1CCOC1)CC2,5.9,basic
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)C[NH+](C1CCOCC1)CC2,6.9,basic
CCSC(=N)c1ccccc1,6.05,basic
CCSC(C)=N,6.9,basic
CCSCCN,9.48,basic
CCSCCN(CC)CC,9.03,basic
CCSCC[NH+](CC)CC,9.03,basic
CCSCC[NH3+],9.48,basic
CCS[C@@H]1C(O)C2CC(=O)CC1[NH+]2C,5.15,basic
CC[C@@H](C)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3.7,basic
CC[C@@H](C[C@H]1COC(N)=[NH+]1)c1ccccc1,8.98,basic
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,6.99,basic
CC[C@@H]1C(=O)OC[C@H]1Cc1cncn1C,7.17,basic
CC[C@@H]1[C@@H]2[C@H](C(=O)N1Cc1ccc(F)cc1)[C@H](c1ccc(C(=N)N)cc1)N1CCC[C@@H]21,6.3,basic
CC[C@H](C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCC[NH2+]2)cc(S(C)(=O)=O)n1,9.4,basic
CC[C@H]1C[NH+]2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1CC=O,8.11,basic
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C\[C@]2(C)O[C@H]2[C@@H]1C,8.79,basic
CC[C@H]1OC(=O)[C@@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@@H](C)[C@@H](O)[C@]1(C)O,9.27,basic
CC[C@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@]1(C)O,8.8,basic
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,8.99,basic
CC[C@]1(O)C[C@@H](C)[NH2+][C@@H]2CCCC[C@H]21,10.31,basic
CC[C@]1(O)C[C@@H](C)[NH2+][C@H]2CCCC[C@@H]21,9.71,basic
CC[C@]1(O)C[C@H](C)[NH2+][C@@H]2CCCC[C@H]21,10.05,basic
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)C32,7.9,basic
CC[C@]12CCC[NH+]3CC[C@@]4(c5cccc(OC)c5N(C(C)=O)[C@H]4CC1)[C@@H]32,7.57,basic
CC[C@]12CCC[NH+]3CCc4c(n(c5ccccc45)CC1)[C@@H]32,6.9,basic
CC[N+]([O-])(CC)CC,5.13,basic
CC[NH+](C(C)C)C(C)C,11.44,basic
CC[NH+](C)C,10.125,basic
CC[NH+](C)CC,10.39,basic
CC[NH+](C)CCCNC(=O)CN=O,9.345,basic
CC[NH+](C)Cc1no[n+]([O-])c1C#N,5.79,basic
CC[NH+](CC)/N=C(\C)N,10.6,basic
CC[NH+](CC)C(C)(C)C=O,8.3,basic
CC[NH+](CC)C(C)C(=O)Nc1c(C)cccc1C,8.053333,basic
CC[NH+](CC)C(C)C=C(c1cccs1)c1cccs1,8.9,basic
CC[NH+](CC)C(C)CC(=O)Nc1c(C)cccc1C,9.03,basic
CC[NH+](CC)C(C)CCC(=O)Nc1c(C)cccc1C,9.87,basic
CC[NH+](CC)C(C)CCCC(=O)Nc1c(C)cccc1C,10.1,basic
CC[NH+](CC)C(C)O,10.2,basic
CC[NH+](CC)CC,10.765,basic
CC[NH+](CC)CC(=O)N(C)c1ccccc1C,8.74,basic
CC[NH+](CC)CC(=O)NC1CCCCC1,8.21,basic
CC[NH+](CC)CC(=O)NC1CCc2ccccc21,8.19,basic
CC[NH+](CC)CC(=O)NC1c2ccccc2-c2ccccc21,7.98,basic
CC[NH+](CC)CC(=O)NCc1ccccc1,8.07,basic
CC[NH+](CC)CC(=O)Nc1c(C)cc(C)cc1C,7.9,basic
CC[NH+](CC)CC(=O)Nc1c(C)cccc1C,7.873636,basic
CC[NH+](CC)CC(=O)Nc1cc(C)cc(C)c1,8.01,basic
CC[NH+](CC)CC(=O)Nc1cc(C)ccc1C,7.92,basic
CC[NH+](CC)CC(=O)Nc1ccc(C)cc1,8.13,basic
CC[NH+](CC)CC(=O)Nc1ccc(C)cc1C,7.95,basic
CC[NH+](CC)CC(=O)Nc1ccccc1,8,basic
CC[NH+](CC)CC(=O)Nc1ccccc1C,7.95,basic
CC[NH+](CC)CC(C)N=O,10.98,basic
CC[NH+](CC)CC(N=O)C(C)N=O,10.75,basic
CC[NH+](CC)CC(O)CO,9.77,basic
CC[NH+](CC)CC1CO1,8.55,basic
CC[NH+](CC)CCBr,7,basic
CC[NH+](CC)CCC(=O)Nc1c(C)cccc1C,8.895,basic
CC[NH+](CC)CCC(C)=O,9.25,basic
CC[NH+](CC)CCC(OC(=O)c1ccccc1)c1ccccc1,7.53,basic
CC[NH+](CC)CCCC#N,9.29,basic
CC[NH+](CC)CCCC(=O)Nc1c(C)cccc1C,9.52,basic
CC[NH+](CC)CCCC(C)=O,10.1,basic
CC[NH+](CC)CCCCC#N,10.08,basic
CC[NH+](CC)CCCCC(=O)Nc1c(C)cccc1C,9.96,basic
CC[NH+](CC)CCCCCC(=O)Nc1c(C)cccc1C,10.24,basic
CC[NH+](CC)CCCCCCC(=O)Nc1c(C)cccc1C,10.24,basic
CC[NH+](CC)CCCN1c2cc(F)ccc2CCc2ccc(F)cc21,7.65,basic
CC[NH+](CC)CCCNC(=O)CN=O,9.54,basic
CC[NH+](CC)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,10.34,basic
CC[NH+](CC)CCN1C(=O)Nc2ccccc2C1c1ccccc1,10.23,basic
CC[NH+](CC)CCNC(=O)[C@H]1C[C@@H]1c1ccccc1,8.9,basic
CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,9.471667,basic
CC[NH+](CC)CCNc1nc2c(=O)c3cc(C)ccc3[nH]c2s1,8.4,basic
CC[NH+](CC)CCNc1nc2c(=O)c3cc(F)ccc3[nH]c2s1,8.3,basic
CC[NH+](CC)CCNc1nc2c(=O)c3ccccc3[nH]c2s1,9.3,basic
CC[NH+](CC)CCO,9.84,basic
CC[NH+](CC)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]12C,9.17,basic
CC[NH+](CC)CCOC(=O)c1ccc2ccccc2c1,7.52,basic
CC[NH+](CC)CCOC(=O)c1ccccc1,8.9,basic
CC[NH+](CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccccc3)C(=O)/C(=C/c3ccccc3)C2)cc1,10.84,basic
CC[NH+](CC)CCSC,9.62,basic
CC[NH+](CC)CCSC(C)C,9.32,basic
CC[NH+](CC)CCSC1CCCCC1,8.11,basic
CC[NH+](CC)CCSCC(C)C,8.83,basic
CC[NH+](CC)CCn1ccc(=O)c([O-])c1C,8.57,basic
CC[NH+](CC)Cc1ccccc1,9.44,basic
CC[NH+](CC)Cc1ccccc1OC,10.2,basic
CC[NH+](CC)Cc1cn2nc(-c3ccccc3)cc(C)c2n1,8.79,basic
CC[NH+](CC)Cc1no[n+]([O-])c1C#N,5.8,basic
CC[NH+](CC1CO1)CC1CO1,6.91,basic
CC[NH+](CCO)CC(C)O,8.9,basic
CC[NH+](Cc1ccccc1)Cc1no[n+]([O-])c1C#N,5.58,basic
CC[NH+]1CC1,7.91,basic
CC[NH+]1CCC=C1C,11.88,basic
CC[NH+]1CCCC1,10.96,basic
CC[NH+]1CCCC1C,10.6,basic
CC[NH+]1CCCC=C1C,11.57,basic
CC[NH+]1CCCCC1,10.68,basic
CC[NH+]1CCCCC1C,10.68,basic
CC[NH+]1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,8.9,basic
CC[NH+]1CCN(c2cc(=O)oc3c(C)c(O[C@@H]4OC(C)(C)[C@H](OC)[C@@H](OC(=O)c5ccc(C)[nH]5)[C@H]4O)ccc23)CC1,7.5,basic
CC[NH+]1CCOCC1,7.72,basic
CC[NH+]1CCc2onc(OC)c2C1,7,basic
CC[NH+]1[C@@H](C)[C@@H]1C,9.41,basic
CC[NH+]1[C@H](C)[C@@H]1C,8.57,basic
CC[NH+]=C(N)[NH+]=C(N)Nc1ccc(Cl)cc1,10.82,basic
CC[NH+]=C1Nc2ccccc2C(C)N1,10.8,basic
CC[NH2+]C(C)C,11.03,basic
CC[NH2+]C(C)Cc1cccc(C(F)(F)F)c1,10,basic
CC[NH2+]CC,11.05,basic
CC[NH2+]CC(=O)N(CC)CC,8.78,basic
CC[NH2+]CC(=O)Nc1c(C)cccc1C,8.06,basic
CC[NH2+]CCC[C@@]1(c2ccccc2)C=C(c2cc(F)ccc2F)CN1C(=O)N(C)C,10.7,basic
CC[NH2+]Cc1ccc(C)cc1,10.04,basic
CC[NH2+]Cc1ccccc1,9.75,basic
CC[NH3+],10.77,basic
CCc1[nH]c(C)c[nH+]1,8.5,basic
CCc1[nH]c2cc(F)ccc2c1C1CC[NH+](CCCSc2ccc(F)cc2)CC1,9.8,basic
CCc1[nH]cc[nH+]1,7.836667,basic
CCc1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,6.7,basic
CCc1c(C)nnc(C)c1C,5.17,basic
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,10.9,basic
CCc1c[nH+]ccc1N,9.17,basic
CCc1cc(/N=N/c2ccc(N(C)C)cc2)ccc1C,2.59,basic
CCc1cc(C)nnc1C,4.73,basic
CCc1cc(Cl)n(C)c2nc3ccccc3c1-2,7.46,basic
CCc1cc(N)cc(N2CCc3ccccc3C2)[nH+]1,9,basic
CCc1cc(N)cc(N2CCc3ccccc3C2)n1,9,basic
CCc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1C,2.6,basic
CCc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1CC,2.58,basic
CCc1ccc(C)nc1,6.51,basic
CCc1ccc(C)nn1,4.17,basic
CCc1ccc(CCCC[NH+](C)C)cc1,9.9,basic
CCc1ccc(CCC[NH+](C)C)cc1,10.63,basic
CCc1ccc(N)cc1,5,basic
CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)CS(=O)(=O)C2,5.8,basic
CCc1cccc(/N=N/c2ccc(N(C)C)cc2)c1,2.16,basic
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(Br)c(C)[nH]c12,5.84,basic
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(C)c(C)[nH]c12,7.57,basic
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(CO)c(C)[nH]c12,7.07,basic
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2cc(C)[nH]c12,7.39,basic
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)nc2c(Br)c(C)[nH]c12,5.84,basic
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)nc2c(C)c(C)[nH]c12,7.57,basic
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)nc2c(CO)c(C)[nH]c12,7.07,basic
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)nc2cc(C)[nH]c12,7.39,basic
CCc1cccc(C)c1CNc1cc(C(N)=O)cn2c(C)c(C)nc12,6.1,basic
CCc1cccc(CC)c1NC1=[NH+]CCN1,10.606667,basic
CCc1cccc2cc(C(O)C[NH2+]C(C)(C)C)oc12,8.95,basic
CCc1ccccc1C(=O)N(C1CCC2(CC1)OCCO2)C(Cc1ccc(Cl)cc1)C[NH+](C)C,7.4,basic
CCc1ccccc1N,4.3,basic
CCc1ccccc1Nc1c2ccccc2nc2ccccc12,7.68,basic
CCc1ccccn1,5.89,basic
CCc1cccnc1,5.56,basic
CCc1cccnn1,3.58,basic
CCc1ccnc2c1ccc1c(CC)ccnc12,5.6,basic
CCc1ccnc2c1ccc1cccnc12,5.44,basic
CCc1ccncc1,5.87,basic
CCc1ccnnc1C,4.03,basic
CCc1cnc2c(ccc3cccnc32)c1,4.98,basic
CCc1cncc(C)c1,5.2,basic
CCc1cnccc1N,9.17,basic
CCc1cnnc(C)c1,4.17,basic
CCc1nc(C)c[nH]1,8.5,basic
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,7.34,basic
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(C)O2,8,basic
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,8,basic
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)CO2,8,basic
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)CCO2,8,basic
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,8,basic
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,8,basic
CCc1nc2c(-c3ccc(Cl)cc3Cl)ccnc2n1C(CC)C1CC1,3.86,basic
CCc1nc2cc3c(cc2[nH]1)CCCC3,6.64,basic
CCc1nc2cc3ccccc3cc2[nH]1,6.14,basic
CCc1nc2ccccc2[nH]1,6.2,basic
CCc1ncc(C)[nH]1,8.5,basic
CCc1ncc[nH]1,7.73,basic
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,6.5,basic
CCc1nn(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,6.645,basic
CCn1c(-c2ccc(OC)cc2)cs/c1=N/c1ccc2oc(=O)ccc2c1,7.63,basic
CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21,4,basic
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,9,basic
CCn1cc(C(=O)OCN(C)C(=O)OC)c(=O)c2ccc(C)nc21,6,basic
CCn1cc(C2(c3cccc(-c4cncnc4)c3)[NH+]=C(N)c3c(F)cccc32)cc(C)c1=O,7.7,basic
CCn1cc([C@]2(c3cccc(C#CC4CC4)c3)[NH+]=C(N)c3c(F)cccc32)cc(C)c1=O,7.6,basic
